fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,success,country,pricing
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,0.11199999999999999,40.0,Spain,Budget
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.9946799999999999,3.3,0.73,0.12,73.0,Spain,Budget
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,0.105,59.0,Italy,Budget
7.4,0.61,0.01,2.0,0.07400000000000001,13.0,38.0,0.9974799999999999,3.48,0.65,0.098,49.0,Spain,Medium
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,0.095,68.0,Italy,Budget
7.4,0.61,0.01,2.0,0.07400000000000001,13.0,38.0,0.9974799999999999,3.48,0.65,0.098,57.0,Italy,Expensive
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,0.105,41.0,Spain,Budget
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.9954299999999999,3.39,0.72,0.11800000000000001,71.0,Italy,Medium
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.9954299999999999,3.39,0.72,0.11800000000000001,67.0,Spain,Medium
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.9979100000000001,3.07,0.6,0.10400000000000001,27.0,Spain,Budget
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,0.129,84.0,Italy,Medium
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,0.114,59.0,Italy,Budget
9.6,0.33,0.52,2.2,0.07400000000000001,13.0,25.0,0.9950899999999999,3.36,0.76,0.124,71.0,Italy,Medium
9.9,0.27,0.49,5.0,0.08199999999999999,9.0,17.0,0.99484,3.19,0.52,0.125,84.0,Spain,Budget
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,0.1,68.0,Italy,Budget
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,0.09699999999999999,68.0,Italy,Expensive
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,0.121,86.0,Italy,Medium
10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,0.111,63.0,Italy,Budget
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,0.12,62.0,Italy,Budget
8.3,0.28,0.48,2.1,0.09300000000000001,6.0,12.0,0.99408,3.26,0.62,0.124,88.0,Italy,Medium
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,0.11900000000000001,76.0,Italy,Medium
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,0.11900000000000001,73.0,Italy,Budget
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.9955200000000001,3.41,0.76,0.11900000000000001,55.0,Italy,Expensive
8.3,0.28,0.48,2.1,0.09300000000000001,6.0,12.0,0.99408,3.26,0.62,0.124,83.0,Spain,Budget
8.2,0.31,0.4,2.2,0.057999999999999996,6.0,10.0,0.99536,3.31,0.68,0.11199999999999999,71.0,Italy,Expensive
10.2,0.34,0.48,2.1,0.052000000000000005,5.0,9.0,0.9945799999999999,3.2,0.69,0.121,87.0,Italy,Budget
7.6,0.43,0.4,2.7,0.08199999999999999,6.0,11.0,0.9953799999999999,3.44,0.54,0.122,59.0,Italy,Expensive
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.9964799999999999,3.36,0.67,0.10400000000000001,62.0,Spain,Expensive
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.9956799999999999,3.31,0.62,0.113,52.0,Spain,Medium
9.5,0.37,0.52,2.0,0.08800000000000001,12.0,51.0,0.99613,3.29,0.58,0.111,52.0,Italy,Budget
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,0.113,70.0,Italy,Budget
8.0,0.59,0.05,2.0,0.08900000000000001,12.0,32.0,0.99735,3.36,0.61,0.1,43.0,Spain,Budget
8.5,0.47,0.27,1.9,0.057999999999999996,18.0,38.0,0.99518,3.16,0.85,0.111,69.0,Italy,Medium
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,0.09300000000000001,35.0,Spain,Medium
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,0.095,47.0,Spain,Expensive
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,0.11199999999999999,73.0,Spain,Medium
8.5,0.47,0.27,1.9,0.057999999999999996,18.0,38.0,0.99518,3.16,0.85,0.111,65.0,Italy,Expensive
8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,0.11,76.0,Italy,Expensive
9.0,0.38,0.41,2.4,0.10300000000000001,6.0,10.0,0.9960399999999999,3.13,0.58,0.11900000000000001,81.0,Italy,Medium
8.5,0.66,0.2,2.1,0.09699999999999999,23.0,113.0,0.9973299999999999,3.13,0.48,0.092,48.0,Spain,Budget
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,0.122,86.0,Spain,Budget
6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,0.102,39.0,Italy,Medium
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,0.109,53.0,Italy,Budget
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,0.109,57.0,Spain,Medium
10.1,0.38,0.5,2.4,0.10400000000000001,6.0,13.0,0.9964299999999999,3.22,0.65,0.11599999999999999,63.0,Italy,Budget
8.5,0.34,0.44,1.7,0.079,6.0,12.0,0.99605,3.52,0.63,0.107,51.0,Spain,Medium
8.8,0.33,0.41,5.9,0.073,7.0,13.0,0.9965799999999999,3.3,0.62,0.121,64.0,Italy,Medium
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,0.094,47.0,Spain,Budget
7.2,0.41,0.3,2.1,0.083,35.0,72.0,0.997,3.44,0.52,0.094,56.0,Spain,Budget
8.4,0.59,0.29,2.6,0.109,31.0,119.0,0.9980100000000001,3.15,0.5,0.091,72.0,Italy,Expensive
7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,0.113,75.0,Italy,Budget
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,0.10400000000000001,50.0,Spain,Medium
9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,0.105,70.0,Italy,Budget
9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.9971200000000001,3.25,0.62,0.1,49.0,Spain,Budget
7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,0.129,44.0,Italy,Expensive
9.1,0.5,0.3,-3.642485572264093,0.065,8.0,17.0,0.99774,3.32,0.71,0.105,76.0,Italy,Expensive
12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,0.10400000000000001,69.0,Italy,Medium
7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.9956200000000001,3.45,0.58,0.113,61.0,Italy,Budget
9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,0.114,65.0,Italy,Budget
7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.9969299999999999,3.44,0.5,0.094,53.0,Italy,Budget
7.7,0.39,0.12,1.7,0.09699999999999999,19.0,27.0,0.9959600000000001,3.16,0.49,0.094,27.0,Spain,Expensive
9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,0.109,57.0,Italy,Budget
7.7,0.39,0.12,1.7,0.09699999999999999,19.0,27.0,0.9959600000000001,3.16,0.49,0.094,52.0,Italy,Medium
7.1,0.34,0.28,2.0,0.08199999999999999,31.0,68.0,0.9969399999999999,3.45,0.48,0.094,45.0,Spain,Medium
6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,0.094,61.0,Italy,Medium
7.1,0.34,0.28,2.0,0.08199999999999999,31.0,68.0,0.9969399999999999,3.45,0.48,0.094,49.0,Italy,Budget
10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,0.094,61.0,Italy,Medium
7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,0.10099999999999999,62.0,Spain,Expensive
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.9937799999999999,3.71,0.63,0.128,81.0,Italy,Medium
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.9937799999999999,3.71,0.63,0.128,88.0,Italy,Expensive
8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,0.091,54.0,Italy,Budget
6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.9916200000000001,3.47,0.53,0.129,90.0,Spain,Medium
7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,0.115,62.0,Italy,Medium
9.9,0.35,0.38,1.5,0.057999999999999996,31.0,47.0,0.9967600000000001,3.26,0.82,0.106,74.0,Spain,Budget
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,0.11699999999999999,74.0,Italy,Budget
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,0.128,64.0,Italy,Budget
8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,0.10300000000000001,48.0,Spain,Budget
6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,0.128,82.0,Italy,Budget
9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,0.11699999999999999,75.0,Spain,Expensive
9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,0.11699999999999999,65.0,Italy,Medium
8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,0.12,50.0,Spain,Budget
9.6,0.5,0.36,2.8,0.11599999999999999,26.0,55.0,0.9972200000000001,3.18,0.68,0.109,62.0,Italy,Expensive
8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,0.12300000000000001,96.0,Italy,Budget
8.9,0.32,0.31,2.0,0.08800000000000001,12.0,19.0,0.9957,3.17,0.55,0.10400000000000001,76.0,Italy,Medium
7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.9960399999999999,3.23,0.48,0.1,59.0,Italy,Budget
7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,0.1,55.0,Italy,Medium
8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,0.11199999999999999,63.0,Spain,Expensive
10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,0.114,54.0,Spain,Expensive
8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.9948600000000001,3.27,0.75,0.126,83.0,Italy,Medium
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.9900700000000001,2.89,0.44,0.127,86.0,Italy,Expensive
8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.9900700000000001,2.89,0.44,0.127,84.0,Spain,Expensive
7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,0.10400000000000001,44.0,Italy,Expensive
11.3,0.36,0.66,2.4,0.12300000000000001,3.0,8.0,0.9964200000000001,3.2,0.53,0.11900000000000001,69.0,Italy,Medium
11.3,0.36,0.66,2.4,0.12300000000000001,3.0,8.0,0.9964200000000001,3.2,0.53,0.11900000000000001,55.0,Spain,Medium
7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,0.105,58.0,Italy,Budget
8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.9950600000000001,3.27,0.55,0.12300000000000001,89.0,Italy,Medium
7.7,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,0.9956799999999999,3.32,0.56,0.105,79.0,Italy,Budget
8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.9982200000000001,3.33,0.6,0.10400000000000001,61.0,Italy,Budget
7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,0.126,89.0,Italy,Medium
6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.9937799999999999,3.49,0.52,0.11599999999999999,35.0,Spain,Expensive
7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.9958600000000001,3.37,0.54,0.10099999999999999,58.0,Italy,Medium
7.7,0.58,0.01,1.8,0.08800000000000001,12.0,18.0,0.9956799999999999,3.32,0.56,0.105,70.0,Italy,Budget
7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.9948799999999999,3.42,0.55,0.115,70.0,Italy,Medium
7.3,0.55,0.01,1.8,0.09300000000000001,9.0,15.0,0.9951399999999999,3.35,0.58,0.11,55.0,Spain,Budget
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,0.096,39.0,Spain,Medium
7.5,0.57,0.08,2.6,0.08900000000000001,14.0,27.0,0.99592,3.3,0.59,0.10400000000000001,68.0,Spain,Expensive
8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,0.09699999999999999,59.0,Spain,Medium
10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.9968299999999999,3.17,0.65,0.106,75.0,Italy,Medium
7.6,0.31,0.34,2.5,0.08199999999999999,26.0,35.0,0.99356,3.22,0.59,0.125,87.0,Italy,Budget
7.3,0.91,0.1,1.8,0.07400000000000001,20.0,56.0,0.99672,3.35,0.56,0.092,41.0,Spain,Medium
8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,0.126,83.0,Spain,Expensive
8.9,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,0.99692,3.33,0.83,0.111,63.0,Spain,Budget
7.4,0.965,0.0,2.2,0.08800000000000001,16.0,32.0,0.99756,3.58,0.67,0.102,46.0,Spain,Medium
6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.9954700000000001,3.38,0.64,0.098,61.0,Spain,Budget
8.9,0.5,0.21,2.2,0.08800000000000001,21.0,39.0,0.99692,3.33,0.83,0.111,61.0,Italy,Expensive
9.5,0.39,0.41,8.9,0.069,18.0,39.0,0.99859,3.29,0.81,0.109,76.0,Spain,Medium
6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.9929399999999999,3.36,0.62,0.122,81.0,Italy,Budget
,0.44,0.0,1.4,0.07,32.0,38.0,0.9943799999999999,3.32,0.58,0.114,54.0,Italy,Expensive
7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.9961200000000001,3.31,0.62,0.107,61.0,Italy,Budget
7.1,0.43,0.17,1.8,0.08199999999999999,27.0,51.0,0.99634,3.49,0.64,0.10400000000000001,34.0,Spain,Budget
9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,0.109,58.0,Italy,Budget
9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.9970399999999999,3.27,0.77,0.10800000000000001,66.0,Italy,Medium
7.1,0.43,0.17,1.8,0.08199999999999999,27.0,51.0,0.99634,3.49,0.64,0.10400000000000001,61.0,Italy,Budget
8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,0.092,54.0,Spain,Budget
5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.9925799999999999,3.56,0.55,0.129,85.0,Italy,Budget
8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,0.127,83.0,Italy,Budget
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.9974700000000001,3.13,0.62,0.091,55.0,Spain,Budget
8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.9974700000000001,3.13,0.62,0.091,57.0,Italy,Budget
8.9,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,0.9958600000000001,3.21,0.59,0.121,81.0,Spain,Budget
7.6,0.42,0.25,3.9,0.10400000000000001,28.0,90.0,0.99784,3.15,0.57,0.091,52.0,Spain,Medium
9.9,0.53,0.57,2.4,0.09300000000000001,30.0,52.0,0.9971,3.19,0.76,0.11599999999999999,78.0,Spain,Budget
8.9,0.48,0.53,4.0,0.10099999999999999,3.0,10.0,0.9958600000000001,3.21,0.59,0.121,84.0,Italy,Budget
11.6,0.23,0.57,1.8,0.07400000000000001,3.0,8.0,0.9981,3.14,0.7,0.099,74.0,Italy,Medium
9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.9946200000000001,3.21,0.69,0.125,86.0,Italy,Budget
8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,0.114,47.0,Spain,Expensive
10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,0.11800000000000001,56.0,Spain,Budget
8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,0.11800000000000001,59.0,Italy,Budget
7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,0.102,57.0,Espana,Budget
6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.9935799999999999,3.4,0.72,0.125,81.0,Italy,Budget
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,0.109,66.0,Italy,Medium
11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,0.109,66.0,Spain,Medium
8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,0.10800000000000001,76.0,Italy,Expensive
9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,0.111,68.0,Italy,Budget
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,0.092,51.0,Spain,Medium
7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,0.095,75.0,Italy,Medium
8.0,0.62,0.33,2.7,0.08800000000000001,16.0,37.0,0.9972,3.31,0.58,0.107,56.0,Italy,Medium
7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,0.092,77.0,Italy,Budget
9.1,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,0.102,79.0,Italy,Budget
9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,0.114,70.0,Italy,Budget
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.9981700000000001,3.27,0.58,0.11,58.0,Italy,Expensive
8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.9981700000000001,3.27,0.58,0.11,48.0,Italy,Budget
7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51,0.12300000000000001,84.0,Italy,Medium
10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,0.11800000000000001,61.0,Italy,Budget
7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,0.12300000000000001,73.0,Italy,Budget
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,0.095,63.0,Italy,Medium
8.7,0.42,0.45,2.4,0.07200000000000001,32.0,59.0,0.9961700000000001,3.33,0.77,0.12,71.0,Italy,Expensive
7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,0.095,65.0,Italy,Medium
6.8,0.48,0.08,1.8,0.07400000000000001,40.0,64.0,0.99529,3.12,0.49,0.096,33.0,Italy,Medium
8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.9973799999999999,3.38,0.66,0.11599999999999999,73.0,Italy,Budget
7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.9940000000000001,3.29,0.69,0.11199999999999999,56.0,Spain,Expensive
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,0.099,79.0,Italy,Medium
11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,0.099,61.0,Italy,Medium
10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,0.11800000000000001,91.0,Italy,Budget
7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,0.114,54.0,Spain,Budget
7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,0.115,57.0,Italy,Medium
9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,0.12,70.0,Italy,Budget
6.6,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,0.99655,3.35,0.49,0.10800000000000001,52.0,Spain,Budget
9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,0.105,47.0,Spain,Budget
6.6,0.725,0.09,5.5,0.11699999999999999,9.0,17.0,0.99655,3.35,0.49,0.10800000000000001,63.0,Italy,Budget
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,0.094,57.0,Italy,Medium
8.0,0.31,0.45,2.1,0.21600000000000003,5.0,16.0,0.9935799999999999,3.15,0.81,0.125,85.0,Italy,Budget
8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,0.094,56.0,Italy,Expensive
8.4,0.34,0.42,2.1,0.07200000000000001,23.0,36.0,0.99392,3.11,0.78,0.124,50.0,Italy,Expensive
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.9938799999999999,3.35,0.63,0.12,56.0,Italy,Budget
6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.9940200000000001,3.45,0.54,0.11199999999999999,62.0,Italy,Budget
7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.9938799999999999,3.35,0.63,0.12,69.0,Spain,Budget
8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,0.124,82.0,Italy,Expensive
6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,0.128,87.0,Italy,Medium
8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.9937600000000001,3.21,0.54,0.12300000000000001,82.0,Spain,Expensive
9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,0.11699999999999999,67.0,Italy,Budget
8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,0.095,48.0,Spain,Medium
10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,0.10800000000000001,57.0,Spain,Medium
8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,0.1,72.0,Italy,Expensive
5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,0.12300000000000001,89.0,Italy,Budget
7.9,0.33,0.41,1.5,0.055999999999999994,6.0,35.0,0.9939600000000001,3.29,0.71,0.11,68.0,Spain,Budget
8.9,0.24,0.39,1.6,0.07400000000000001,3.0,10.0,0.99698,3.12,0.59,0.095,62.0,Italy,Budget
5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,0.136,86.0,Spain,Budget
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,0.113,60.0,Italy,Medium
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,0.113,61.0,Italy,Medium
7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,0.113,54.0,Spain,Expensive
7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.9925200000000001,3.3,0.53,0.133,80.0,Italy,Budget
5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,0.129,90.0,Italy,Medium
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,0.131,89.0,Italy,Medium
6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.9935200000000001,3.44,0.55,0.12300000000000001,55.0,Italy,Budget
6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,0.12300000000000001,66.0,Italy,Expensive
10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,0.11199999999999999,45.0,Italy,Budget
6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.9955700000000001,3.62,0.62,0.115,29.0,Spain,Expensive
8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.9939399999999999,3.14,0.59,0.113,57.0,Italy,Medium
5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,0.135,58.0,Italy,Budget
6.3,0.76,0.0,2.9,0.07200000000000001,26.0,52.0,0.99379,3.51,0.6,0.115,64.0,Italy,Medium
10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,0.1,64.0,Italy,Medium
10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,0.105,86.0,Spain,Medium
9.1,0.6,0.0,1.9,0.057999999999999996,5.0,10.0,0.9977,3.18,0.63,0.10400000000000001,60.0,Italy,Medium
5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,0.095,61.0,Italy,Budget
7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,0.136,70.0,Italy,Medium
7.2,0.48,0.07,5.5,0.08900000000000001,10.0,18.0,0.99684,3.37,0.68,0.11199999999999999,72.0,Italy,Medium
8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,0.11800000000000001,83.0,Spain,Medium
8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,0.11900000000000001,49.0,Spain,Budget
10.4,0.52,0.45,-0.265392568312544,0.08,6.0,13.0,0.99774,3.22,0.76,0.114,83.0,Italy,Medium
10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,0.114,47.0,Spain,Medium
7.5,0.41,0.15,3.7,0.10400000000000001,29.0,94.0,0.9978600000000001,3.14,0.58,0.091,53.0,Spain,Medium
8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,0.095,52.0,Spain,Medium
7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,0.095,42.0,Italy,Budget
8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,0.11,84.0,Italy,Medium
6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,0.114,77.0,Italy,Budget
7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,0.1,67.0,Italy,Expensive
7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.9958799999999999,3.43,0.62,0.10099999999999999,48.0,Spain,Budget
8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,0.10400000000000001,61.0,Spain,Medium
7.8,0.5,0.12,1.8,0.17800000000000002,6.0,21.0,0.996,3.28,0.87,0.098,46.0,Spain,Medium
10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,,89.0,Spain,Budget
7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,0.11599999999999999,58.0,Italy,Expensive
10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,0.12,59.0,Italy,Medium
8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.9947299999999999,3.3,0.76,0.128,85.0,Italy,Budget
6.1,0.58,0.23,2.5,0.044000000000000004,16.0,70.0,0.9935200000000001,3.46,0.65,0.125,82.0,Italy,Budget
8.3,0.6,0.25,2.2,0.11800000000000001,9.0,38.0,0.99616,3.15,0.53,0.098,38.0,Italy,Budget
9.6,0.42,0.35,2.1,0.083,17.0,38.0,0.9962200000000001,3.23,0.66,0.111,53.0,Spain,Medium
6.6,0.58,0.0,2.2,0.1,50.0,63.0,0.99544,3.59,0.68,0.114,64.0,Italy,Medium
